GHO;Indicator;PUBLISH STATES;Year;WHO region;Country;Age Group;Sex;Display Value;Numeric Value;Low Value;High Value;Comments
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Eastern Mediterranean;Oman;20+;Female;26.2 [25.6-26.9];26.2;25.6;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Eastern Mediterranean;Pakistan;20+;Female;22.1 [20.7-23.5];22.1;20.7;23.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Eastern Mediterranean;Pakistan;20+;Female;22.1 [20.9-23.4];22.1;20.9;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Eastern Mediterranean;Pakistan;20+;Female;22.2 [21.0-23.4];22.2;21;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Eastern Mediterranean;Pakistan;20+;Female;22.2 [21.2-23.3];22.2;21.2;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Eastern Mediterranean;Pakistan;20+;Female;23.0 [22.0-23.9];23;22;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Eastern Mediterranean;Pakistan;20+;Female;23.0 [22.0-24.0];23;22;24;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Eastern Mediterranean;Pakistan;20+;Female;23.0 [22.0-24.1];23;22;24.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Eastern Mediterranean;Pakistan;20+;Female;23.1 [22.0-24.2];23.1;22;24.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Eastern Mediterranean;Pakistan;20+;Female;23.1 [22.0-24.3];23.1;22;24.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Western Pacific;Palau;20+;Female;27.7 [24.7-30.8];27.7;24.7;30.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Western Pacific;Palau;20+;Female;27.9 [25.0-31.0];27.9;25;31;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Western Pacific;Palau;20+;Female;28.1 [25.3-31.1];28.1;25.3;31.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Western Pacific;Palau;20+;Female;28.4 [25.5-31.3];28.4;25.5;31.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Western Pacific;Palau;20+;Female;31.4 [28.4-34.4];31.4;28.4;34.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Western Pacific;Palau;20+;Female;31.6 [28.6-34.7];31.6;28.6;34.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Americas;Panama;20+;Female;23.9 [20.9-26.7];23.9;20.9;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Panama;20+;Female;24.0 [21.2-26.8];24;21.2;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Americas;Panama;20+;Female;25.8 [24.2-27.3];25.8;24.2;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Americas;Panama;20+;Female;25.9 [24.4-27.4];25.9;24.4;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Panama;20+;Female;26.1 [24.6-27.5];26.1;24.6;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Americas;Panama;20+;Female;26.2 [24.8-27.6];26.2;24.8;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Western Pacific;Papua New Guinea;20+;Female;21.4 [19.2-23.4];21.4;19.2;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Western Pacific;Papua New Guinea;20+;Female;21.5 [19.5-23.5];21.5;19.5;23.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Western Pacific;Papua New Guinea;20+;Female;21.7 [19.8-23.6];21.7;19.8;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Western Pacific;Papua New Guinea;20+;Female;21.9 [20.1-23.7];21.9;20.1;23.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Western Pacific;Papua New Guinea;20+;Female;24.6 [23.4-25.8];24.6;23.4;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Western Pacific;Papua New Guinea;20+;Female;24.7 [23.6-25.9];24.7;23.6;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Western Pacific;Papua New Guinea;20+;Female;24.9 [23.8-26.0];24.9;23.8;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;Papua New Guinea;20+;Female;25.0 [23.9-26.1];25;23.9;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Americas;Paraguay;20+;Female;24.3 [21.1-27.7];24.3;21.1;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Paraguay;20+;Female;24.4 [21.2-27.7];24.4;21.2;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Americas;Paraguay;20+;Female;24.4 [21.2-27.7];24.4;21.2;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Americas;Paraguay;20+;Female;24.5 [21.3-27.8];24.5;21.3;27.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Americas;Paraguay;20+;Female;25.7 [22.4-29.0];25.7;22.4;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Paraguay;20+;Female;25.7 [22.4-29.1];25.7;22.4;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Americas;Paraguay;20+;Female;25.8 [22.4-29.2];25.8;22.4;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Americas;Peru;20+;Female;25.0 [22.7-27.1];25;22.7;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Peru;20+;Female;25.1 [22.9-27.0];25.1;22.9;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Americas;Peru;20+;Female;25.5 [24.9-26.1];25.5;24.9;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Americas;Peru;20+;Female;25.6 [25.0-26.1];25.6;25;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Americas;Peru;20+;Female;25.6 [25.1-26.1];25.6;25.1;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Peru;20+;Female;25.7 [25.2-26.2];25.7;25.2;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Western Pacific;Philippines;20+;Female;21.5 [19.9-23.0];21.5;19.9;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Western Pacific;Philippines;20+;Female;21.6 [20.1-22.9];21.6;20.1;22.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Western Pacific;Philippines;20+;Female;21.6 [20.3-22.9];21.6;20.3;22.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Western Pacific;Philippines;20+;Female;21.7 [20.5-22.9];21.7;20.5;22.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Western Pacific;Philippines;20+;Female;22.9 [22.3-23.5];22.9;22.3;23.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Western Pacific;Philippines;20+;Female;22.9 [22.3-23.6];22.9;22.3;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Western Pacific;Philippines;20+;Female;23.0 [22.4-23.7];23;22.4;23.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;Philippines;20+;Female;23.1 [22.4-23.8];23.1;22.4;23.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Europe;Poland;20+;Female;25.7 [24.9-26.4];25.7;24.9;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Europe;Poland;20+;Female;25.7 [24.9-26.4];25.7;24.9;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Europe;Poland;20+;Female;25.6 [24.9-26.3];25.6;24.9;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Europe;Poland;20+;Female;25.6 [24.9-26.3];25.6;24.9;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Europe;Poland;20+;Female;25.8 [25.1-26.5];25.8;25.1;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Europe;Poland;20+;Female;25.9 [25.1-26.6];25.9;25.1;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Europe;Poland;20+;Female;25.9 [25.1-26.7];25.9;25.1;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Europe;Portugal;20+;Female;24.8 [22.8-26.8];24.8;22.8;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Portugal;20+;Female;25.5 [24.5-26.6];25.5;24.5;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Portugal;20+;Female;25.6 [24.6-26.6];25.6;24.6;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Portugal;20+;Female;25.7 [24.7-26.7];25.7;24.7;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Europe;Portugal;20+;Female;25.7 [24.8-26.7];25.7;24.8;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Eastern Mediterranean;Qatar;20+;Female;27.2 [24.6-29.8];27.2;24.6;29.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Eastern Mediterranean;Qatar;20+;Female;27.2 [24.7-29.7];27.2;24.7;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Eastern Mediterranean;Qatar;20+;Female;27.2 [24.9-29.5];27.2;24.9;29.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Eastern Mediterranean;Qatar;20+;Female;27.2 [25.0-29.4];27.2;25;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Eastern Mediterranean;Qatar;20+;Female;27.2 [25.1-29.3];27.2;25.1;29.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Eastern Mediterranean;Qatar;20+;Female;28.0 [26.8-29.2];28;26.8;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Eastern Mediterranean;Qatar;20+;Female;28.1 [27.0-29.2];28.1;27;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Eastern Mediterranean;Qatar;20+;Female;28.2 [27.1-29.3];28.2;27.1;29.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Eastern Mediterranean;Qatar;20+;Female;28.3 [27.3-29.4];28.3;27.3;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Europe;Romania;20+;Female;25.4 [24.3-26.5];25.4;24.3;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Europe;Romania;20+;Female;25.3 [24.3-26.4];25.3;24.3;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Europe;Romania;20+;Female;25.3 [24.3-26.3];25.3;24.3;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Europe;Romania;20+;Female;25.2 [24.3-26.2];25.2;24.3;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Europe;Romania;20+;Female;25.1 [23.8-26.5];25.1;23.8;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Europe;Romania;20+;Female;25.2 [23.8-26.7];25.2;23.8;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Europe;Romania;20+;Female;25.2 [23.7-26.8];25.2;23.7;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Europe;Russian Federation;20+;Female;26.8 [25.5-28.2];26.8;25.5;28.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Russian Federation;20+;Female;26.5 [26.1-26.9];26.5;26.1;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Russian Federation;20+;Female;26.5 [26.1-26.8];26.5;26.1;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Russian Federation;20+;Female;26.4 [26.1-26.8];26.4;26.1;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Russian Federation;20+;Female;26.4 [26.1-26.8];26.4;26.1;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Africa;Rwanda;20+;Female;20.6 [18.3-23.0];20.6;18.3;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Africa;Rwanda;20+;Female;20.7 [18.5-23.0];20.7;18.5;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Rwanda;20+;Female;20.7 [18.6-23.0];20.7;18.6;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Africa;Rwanda;20+;Female;20.8 [18.8-22.9];20.8;18.8;22.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Africa;Rwanda;20+;Female;21.3 [20.4-22.1];21.3;20.4;22.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Rwanda;20+;Female;21.4 [20.5-22.2];21.4;20.5;22.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Rwanda;20+;Female;21.4 [20.6-22.2];21.4;20.6;22.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Africa;Rwanda;20+;Female;21.5 [20.7-22.3];21.5;20.7;22.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Americas;Saint Kitts and Nevis;20+;Female;27.1 [24.8-29.4];27.1;24.8;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Americas;Saint Kitts and Nevis;20+;Female;27.3 [25.1-29.5];27.3;25.1;29.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Americas;Saint Kitts and Nevis;20+;Female;27.5 [25.4-29.6];27.5;25.4;29.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Saint Kitts and Nevis;20+;Female;27.6 [25.6-29.6];27.6;25.6;29.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Americas;Saint Kitts and Nevis;20+;Female;27.8 [25.8-29.7];27.8;25.8;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Americas;Saint Kitts and Nevis;20+;Female;29.9 [28.6-31.2];29.9;28.6;31.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Americas;Saint Kitts and Nevis;20+;Female;30.1 [28.8-31.3];30.1;28.8;31.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Saint Kitts and Nevis;20+;Female;30.2 [29.0-31.5];30.2;29;31.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Americas;Saint Kitts and Nevis;20+;Female;30.4 [29.1-31.7];30.4;29.1;31.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Americas;Saint Lucia;20+;Female;25.5 [23.9-27.2];25.5;23.9;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Americas;Saint Lucia;20+;Female;25.7 [24.0-27.4];25.7;24;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Americas;Saint Lucia;20+;Female;25.8 [24.1-27.5];25.8;24.1;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Americas;Saint Lucia;20+;Female;26.0 [24.3-27.7];26;24.3;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Americas;Saint Vincent and the Grenadines;20+;Female;23.9 [20.8-27.0];23.9;20.8;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Americas;Saint Vincent and the Grenadines;20+;Female;24.0 [21.0-27.0];24;21;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Americas;Saint Vincent and the Grenadines;20+;Female;24.2 [21.2-27.1];24.2;21.2;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Americas;Saint Vincent and the Grenadines;20+;Female;24.3 [21.4-27.2];24.3;21.4;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Americas;Saint Vincent and the Grenadines;20+;Female;26.1 [23.4-28.9];26.1;23.4;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Americas;Saint Vincent and the Grenadines;20+;Female;26.3 [23.6-29.0];26.3;23.6;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Americas;Saint Vincent and the Grenadines;20+;Female;26.5 [23.7-29.2];26.5;23.7;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Americas;Saint Vincent and the Grenadines;20+;Female;26.6 [23.9-29.4];26.6;23.9;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Western Pacific;Samoa;20+;Female;28.6 [27.5-29.7];28.6;27.5;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Western Pacific;Samoa;20+;Female;28.8 [27.8-29.9];28.8;27.8;29.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Western Pacific;Samoa;20+;Female;29.1 [28.1-30.1];29.1;28.1;30.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Western Pacific;Samoa;20+;Female;29.3 [28.3-30.4];29.3;28.3;30.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Western Pacific;Samoa;20+;Female;32.7 [31.6-33.8];32.7;31.6;33.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Western Pacific;Samoa;20+;Female;32.9 [31.7-34.2];32.9;31.7;34.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Western Pacific;Samoa;20+;Female;33.2 [31.9-34.5];33.2;31.9;34.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Western Pacific;Samoa;20+;Female;33.4 [32.0-34.9];33.4;32;34.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Africa;Sao Tome and Principe;20+;Female;22.8 [20.9-24.6];22.8;20.9;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Africa;Sao Tome and Principe;20+;Female;22.9 [21.1-24.7];22.9;21.1;24.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Africa;Sao Tome and Principe;20+;Female;23.0 [21.2-24.7];23;21.2;24.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Africa;Sao Tome and Principe;20+;Female;23.1 [21.4-24.8];23.1;21.4;24.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Africa;Sao Tome and Principe;20+;Female;23.2 [21.6-24.9];23.2;21.6;24.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Eastern Mediterranean;Saudi Arabia;20+;Female;26.5 [25.1-27.9];26.5;25.1;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Eastern Mediterranean;Saudi Arabia;20+;Female;26.7 [25.5-27.9];26.7;25.5;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Eastern Mediterranean;Saudi Arabia;20+;Female;26.8 [25.8-27.9];26.8;25.8;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Eastern Mediterranean;Saudi Arabia;20+;Female;26.9 [26.0-27.9];26.9;26;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Eastern Mediterranean;Saudi Arabia;20+;Female;28.3 [27.8-28.7];28.3;27.8;28.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Eastern Mediterranean;Saudi Arabia;20+;Female;28.4 [27.9-28.8];28.4;27.9;28.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Eastern Mediterranean;Saudi Arabia;20+;Female;28.5 [28.0-29.0];28.5;28;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Eastern Mediterranean;Saudi Arabia;20+;Female;28.6 [28.1-29.1];28.6;28.1;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Africa;Senegal;20+;Female;22.0 [21.1-22.8];22;21.1;22.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Africa;Senegal;20+;Female;22.1 [21.3-22.8];22.1;21.3;22.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Africa;Senegal;20+;Female;22.2 [21.4-22.9];22.2;21.4;22.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Africa;Senegal;20+;Female;22.3 [21.5-23.0];22.3;21.5;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Africa;Senegal;20+;Female;23.7 [22.9-24.4];23.7;22.9;24.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Africa;Senegal;20+;Female;23.8 [23.1-24.6];23.8;23.1;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Africa;Senegal;20+;Female;24.0 [23.1-24.8];24;23.1;24.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Africa;Senegal;20+;Female;24.1 [23.2-24.9];24.1;23.2;24.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Europe;Serbia;20+;Female;25.8 [24.8-26.7];25.8;24.8;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Serbia;20+;Female;25.6 [24.7-26.5];25.6;24.7;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Serbia;20+;Female;25.5 [24.7-26.4];25.5;24.7;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Serbia;20+;Female;25.4 [24.6-26.3];25.4;24.6;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Africa;Seychelles;20+;Female;24.8 [23.2-26.3];24.8;23.2;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Africa;Seychelles;20+;Female;24.9 [23.5-26.3];24.9;23.5;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Africa;Seychelles;20+;Female;24.9 [23.7-26.3];24.9;23.7;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Seychelles;20+;Female;25.0 [23.9-26.2];25;23.9;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Africa;Seychelles;20+;Female;26.7 [26.0-27.4];26.7;26;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Africa;Seychelles;20+;Female;26.8 [26.1-27.6];26.8;26.1;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Africa;Seychelles;20+;Female;27.0 [26.2-27.7];27;26.2;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Seychelles;20+;Female;27.1 [26.3-27.8];27.1;26.3;27.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Seychelles;20+;Female;27.2 [26.4-28.0];27.2;26.4;28;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Africa;Sierra Leone;20+;Female;21.8 [19.7-23.9];21.8;19.7;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Africa;Sierra Leone;20+;Female;21.9 [19.8-23.9];21.9;19.8;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Africa;Sierra Leone;20+;Female;21.9 [19.9-23.9];21.9;19.9;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Africa;Sierra Leone;20+;Female;22.0 [20.1-23.9];22;20.1;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Africa;Sierra Leone;20+;Female;23.1 [22.1-24.1];23.1;22.1;24.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Africa;Sierra Leone;20+;Female;23.3 [22.4-24.2];23.3;22.4;24.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Africa;Sierra Leone;20+;Female;23.4 [22.6-24.3];23.4;22.6;24.3;
